,xSize,yTime
0,0.25,19.542219638824463
1,0.2642857142857143,19.140183210372925
2,0.2785714285714286,23.742042779922485
3,0.29285714285714287,21.865424633026123
4,0.30714285714285716,24.995797872543335
5,0.3214285714285714,24.262558460235596
6,0.33571428571428574,29.190703630447388
7,0.35,25.661505222320557
8,0.36428571428571427,28.919532775878906
9,0.37857142857142856,32.842570304870605
10,0.39285714285714285,35.679200172424316
11,0.40714285714285714,32.625996828079224
12,0.42142857142857143,35.96538782119751
13,0.4357142857142857,38.39130425453186
14,0.44999999999999996,38.527724742889404
15,0.4642857142857143,41.44767212867737
16,0.47857142857142854,42.52247190475464
17,0.4928571428571429,45.51732587814331
18,0.5071428571428571,51.02644062042236
19,0.5214285714285714,44.41847229003906
20,0.5357142857142857,50.15353035926819
21,0.55,47.75016665458679
22,0.5642857142857143,49.65842008590698
23,0.5785714285714285,53.2856764793396
24,0.5928571428571429,55.13083291053772
25,0.6071428571428572,59.8871283531189
26,0.6214285714285714,61.00437045097351
27,0.6357142857142857,56.34915018081665
28,0.6499999999999999,61.2743034362793
29,0.6642857142857143,65.14945340156555
30,0.6785714285714286,65.98712062835693
31,0.6928571428571428,66.33753371238708
32,0.7071428571428571,70.62015175819397
33,0.7214285714285714,71.68807053565979
34,0.7357142857142858,75.37858033180237
35,0.75,76.58981490135193
36,0.7642857142857142,85.18062233924866
37,0.7785714285714286,80.25911355018616
38,0.7928571428571428,82.78958106040955
39,0.8071428571428572,87.80036306381226
40,0.8214285714285714,88.97804474830627
41,0.8357142857142857,86.50344944000244
42,0.85,96.32106900215149
43,0.8642857142857142,99.88523840904236
44,0.8785714285714286,95.93727612495422
45,0.8928571428571428,100.26633286476135
46,0.9071428571428571,104.47427082061768
47,0.9214285714285714,104.94981980323792
48,0.9357142857142857,108.90763401985168
49,0.95,111.88237142562866
